title,body,rating,review_date,reviewer_name,reviewer_email,product_url,picture_urls,product_id,product_handle
Instant Refreshment,The perfect way to keep my skin moisturized throughout the day. It’s lightweight and leaves my skin looking dewy.,5,2022-06-25,John Wang,j.wang@example.com,https://shop.com/products/aestura-atobarrier-365-cream-mist,"['https://cdn.shopify.com/review-images/ATO008-1.jpg', 'https://cdn.shopify.com/review-images/ATO008-2.jpg', 'https://cdn.shopify.com/review-images/ATO008-3.jpg']",ATO008,AESTURA Atobarrier 365 Cream Mist
My Skin Feels So Hydrated,"Amazing product for keeping my skin hydrated on the go. The mist is fine, and it feels so refreshing every time I use it.",3,2023-08-01,Sarah Park,s.park@example.com,https://shop.com/products/aestura-atobarrier-365-cream-mist,"['https://cdn.shopify.com/review-images/ATO008-1.jpg', 'https://cdn.shopify.com/review-images/ATO008-2.jpg', 'https://cdn.shopify.com/review-images/ATO008-3.jpg']",ATO008,AESTURA Atobarrier 365 Cream Mist
My Skin Feels So Hydrated,"Great for sensitive skin! I use this mist daily, and it keeps my skin feeling fresh and hydrated.",3,2021-06-19,Alex Liu,a.liu@shop.com,https://shop.com/products/aestura-atobarrier-365-cream-mist,"['https://cdn.shopify.com/review-images/ATO008-1.jpg', 'https://cdn.shopify.com/review-images/ATO008-2.jpg']",ATO008,AESTURA Atobarrier 365 Cream Mist
Instant Refreshment,"Amazing product for keeping my skin hydrated on the go. The mist is fine, and it feels so refreshing every time I use it.",5,2023-03-03,Emily Chen,e.chen@example.com,https://shop.com/products/aestura-atobarrier-365-cream-mist,"['https://cdn.shopify.com/review-images/ATO008-1.jpg', 'https://cdn.shopify.com/review-images/ATO008-2.jpg']",ATO008,AESTURA Atobarrier 365 Cream Mist
Gentle Yet Powerful,Amazing product for layering under my moisturizer. It gives my skin an extra boost of hydration without any greasiness.,2,2022-04-26,Karen Wong,k.wong@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Gentle Yet Powerful,This essence is a great addition to my routine. It’s lightweight and keeps my skin feeling fresh all day.,4,2021-12-16,Sarah Park,s.park@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg', 'https://cdn.shopify.com/review-images/ATO009-3.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Love the Lightweight Feel,"I use this essence every day before my moisturizer, and it has made a huge difference in my skin’s hydration level.",1,2024-06-11,Linda Lee,l.lee@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg', 'https://cdn.shopify.com/review-images/ATO009-3.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Hydration Without the Grease,"I use this essence every day before my moisturizer, and it has made a huge difference in my skin’s hydration level.",2,2023-03-25,Linda Lee,l.lee@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Amazing Hydration!,Amazing product for layering under my moisturizer. It gives my skin an extra boost of hydration without any greasiness.,5,2022-11-28,Alex Liu,a.liu@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg', 'https://cdn.shopify.com/review-images/ATO009-3.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Perfect Layer Under Moisturizer,This essence is a great addition to my routine. It’s lightweight and keeps my skin feeling fresh all day.,3,2021-03-28,Emily Chen,e.chen@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Gentle Yet Powerful,Perfect for sensitive skin! This essence is very gentle and helps keep my skin balanced and hydrated.,4,2021-05-09,James Kim,j.kim@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Amazing Hydration!,"I use this essence every day before my moisturizer, and it has made a huge difference in my skin’s hydration level.",1,2023-06-23,David Choi,d.choi@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg', 'https://cdn.shopify.com/review-images/ATO009-3.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Gentle Yet Powerful,Perfect for sensitive skin! This essence is very gentle and helps keep my skin balanced and hydrated.,4,2021-05-23,James Kim,j.kim@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Perfect Layer Under Moisturizer,This essence is a great addition to my routine. It’s lightweight and keeps my skin feeling fresh all day.,1,2023-12-12,James Kim,j.kim@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Gentle Yet Powerful,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,5,2023-12-14,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Love the Lightweight Feel,Perfect for sensitive skin! This essence is very gentle and helps keep my skin balanced and hydrated.,1,2021-03-23,Sarah Park,s.park@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Perfect Layer Under Moisturizer,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,3,2022-04-16,Sarah Park,s.park@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Gentle Yet Powerful,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,3,2022-08-01,Karen Wong,k.wong@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Amazing Hydration!,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,4,2024-10-28,James Kim,j.kim@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg', 'https://cdn.shopify.com/review-images/ATO009-3.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
Amazing Hydration!,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,2,2024-01-25,Alex Liu,a.liu@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Perfect Layer Under Moisturizer,This essence is so lightweight and hydrating. It absorbs quickly and leaves my skin feeling soft and smooth.,4,2022-01-16,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,['https://cdn.shopify.com/review-images/ATO009-1.jpg'],ATO009,AESTURA Atobarrier 365 Hydro Essence
Hydration Without the Grease,Perfect for sensitive skin! This essence is very gentle and helps keep my skin balanced and hydrated.,5,2022-07-10,David Choi,d.choi@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-essence,"['https://cdn.shopify.com/review-images/ATO009-1.jpg', 'https://cdn.shopify.com/review-images/ATO009-2.jpg']",ATO009,AESTURA Atobarrier 365 Hydro Essence
"A Gentle, Soothing Cream","This cream is rich but absorbs quickly, which I love. My skin feels hydrated and balanced without any greasiness.",2,2021-01-05,David Choi,d.choi@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Keeps My Skin Hydrated,This cream is incredible for sensitive skin. It’s very soothing and helps calm any redness or irritation.,3,2023-01-31,Emily Chen,e.chen@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Great for Sensitive Skin!,"Amazing product! I use it every night, and my skin always feels soft and calm in the morning.",5,2021-02-04,Karen Wong,k.wong@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Keeps My Skin Hydrated,This cream is incredible for sensitive skin. It’s very soothing and helps calm any redness or irritation.,5,2024-08-17,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
"A Gentle, Soothing Cream","This cream is rich but absorbs quickly, which I love. My skin feels hydrated and balanced without any greasiness.",4,2023-07-20,James Kim,j.kim@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Great for Sensitive Skin!,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",3,2024-09-28,John Wang,j.wang@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
"A Gentle, Soothing Cream","I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",2,2024-04-22,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
"A Gentle, Soothing Cream","I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",4,2021-06-16,Sarah Park,s.park@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Keeps My Skin Hydrated,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",1,2024-03-08,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Great for Sensitive Skin!,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",4,2023-12-02,Karen Wong,k.wong@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Perfect for Calming Skin,Great for calming sensitive skin! It’s very gentle and leaves my skin feeling smooth and moisturized.,1,2022-09-21,James Kim,j.kim@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Perfect for Calming Skin,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",4,2023-08-27,James Kim,j.kim@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Love the Moisture Boost,This cream is incredible for sensitive skin. It’s very soothing and helps calm any redness or irritation.,1,2023-10-19,John Wang,j.wang@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Perfect for Calming Skin,Great for calming sensitive skin! It’s very gentle and leaves my skin feeling smooth and moisturized.,5,2022-12-31,Linda Lee,l.lee@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Keeps My Skin Hydrated,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",4,2023-06-01,Emily Chen,e.chen@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,['https://cdn.shopify.com/review-images/ATO010-1.jpg'],ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
"A Gentle, Soothing Cream","This cream is rich but absorbs quickly, which I love. My skin feels hydrated and balanced without any greasiness.",4,2023-12-19,Emily Chen,e.chen@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
"A Gentle, Soothing Cream",Great for calming sensitive skin! It’s very gentle and leaves my skin feeling smooth and moisturized.,1,2022-07-28,James Kim,j.kim@example.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Perfect for Calming Skin,"I have dry, sensitive skin, and this cream works wonders for keeping it hydrated and calm throughout the day.",5,2024-05-11,John Wang,j.wang@shop.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg', 'https://cdn.shopify.com/review-images/ATO010-3.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
Great for Sensitive Skin!,This cream is incredible for sensitive skin. It’s very soothing and helps calm any redness or irritation.,4,2023-06-28,Sarah Park,s.park@mail.com,https://shop.com/products/aestura-atobarrier-365-hydro-soothing-cream,"['https://cdn.shopify.com/review-images/ATO010-1.jpg', 'https://cdn.shopify.com/review-images/ATO010-2.jpg']",ATO010,AESTURA Atobarrier 365 Hydro Soothing Cream
A Must-Have Toner,This toner is amazing for keeping my skin hydrated without feeling heavy. My skin feels soft and balanced after every use.,5,2023-11-23,James Kim,j.kim@example.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
My Skin Loves This Toner!,Perfect for sensitive skin! It calms my skin and leaves it feeling fresh and ready for the rest of my routine.,4,2023-06-23,Karen Wong,k.wong@example.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,['https://cdn.shopify.com/review-images/ATO011-1.jpg'],ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
My Skin Loves This Toner!,This toner is amazing for keeping my skin hydrated without feeling heavy. My skin feels soft and balanced after every use.,1,2024-06-12,Alex Liu,a.liu@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
A Must-Have Toner,"I’ve been using this toner daily, and it has really helped balance my skin. It feels light but gives great hydration.",5,2023-08-21,David Choi,d.choi@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Refreshing and Hydrating,Perfect for sensitive skin! It calms my skin and leaves it feeling fresh and ready for the rest of my routine.,5,2024-07-24,Sarah Park,s.park@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,['https://cdn.shopify.com/review-images/ATO011-1.jpg'],ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
My Skin Loves This Toner!,"This toner is so refreshing and feels amazing on my skin. It hydrates without any stickiness, which I love.",2,2023-03-09,Linda Lee,l.lee@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Refreshing and Hydrating,"This toner is so refreshing and feels amazing on my skin. It hydrates without any stickiness, which I love.",1,2024-05-12,Alex Liu,a.liu@example.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Perfect for Reducing Redness,Perfect for sensitive skin! It calms my skin and leaves it feeling fresh and ready for the rest of my routine.,3,2021-06-23,Alex Liu,a.liu@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Perfect for Reducing Redness,"This toner is so refreshing and feels amazing on my skin. It hydrates without any stickiness, which I love.",5,2021-09-18,James Kim,j.kim@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,['https://cdn.shopify.com/review-images/ATO011-1.jpg'],ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
A Must-Have Toner,This toner is amazing for keeping my skin hydrated without feeling heavy. My skin feels soft and balanced after every use.,1,2023-01-13,Linda Lee,l.lee@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Gentle Yet Effective,This toner is amazing for keeping my skin hydrated without feeling heavy. My skin feels soft and balanced after every use.,2,2022-04-22,James Kim,j.kim@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Gentle Yet Effective,Perfect for sensitive skin! It calms my skin and leaves it feeling fresh and ready for the rest of my routine.,5,2022-04-28,Alex Liu,a.liu@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Gentle Yet Effective,This toner is amazing for keeping my skin hydrated without feeling heavy. My skin feels soft and balanced after every use.,1,2022-03-15,John Wang,j.wang@example.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
My Skin Loves This Toner!,Best toner I’ve used! It doesn’t irritate my skin at all and keeps it hydrated throughout the day.,2,2022-10-01,James Kim,j.kim@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg', 'https://cdn.shopify.com/review-images/ATO011-3.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Gentle Yet Effective,Perfect for sensitive skin! It calms my skin and leaves it feeling fresh and ready for the rest of my routine.,4,2024-04-06,John Wang,j.wang@mail.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,"['https://cdn.shopify.com/review-images/ATO011-1.jpg', 'https://cdn.shopify.com/review-images/ATO011-2.jpg']",ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Refreshing and Hydrating,"This toner is so refreshing and feels amazing on my skin. It hydrates without any stickiness, which I love.",4,2022-05-07,Sarah Park,s.park@shop.com,https://shop.com/products/aestura-theracne-365-hydro-active-toner,['https://cdn.shopify.com/review-images/ATO011-1.jpg'],ATO011,AESTURA THERACNE 365 HYDRO ACTIVE TONER
Leaves My Skin Fresh,"One of the best cleansers I’ve tried! It’s gentle, doesn’t irritate my skin, and keeps my face looking clear and balanced.",5,2021-06-04,Linda Lee,l.lee@shop.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Amazing for Daily Use,Amazing cleanser for sensitive skin! It provides a deep cleanse without any irritation.,3,2021-09-25,Sarah Park,s.park@example.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,['https://cdn.shopify.com/review-images/ATO012-1.jpg'],ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,Amazing cleanser for sensitive skin! It provides a deep cleanse without any irritation.,2,2023-11-08,Emily Chen,e.chen@example.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,['https://cdn.shopify.com/review-images/ATO012-1.jpg'],ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Perfect for Sensitive Skin,"This cleansing foam is gentle yet leaves my skin feeling incredibly clean. It doesn’t strip my skin of moisture, which I appreciate.",1,2021-04-17,Sarah Park,s.park@example.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,"This cleansing foam is gentle yet leaves my skin feeling incredibly clean. It doesn’t strip my skin of moisture, which I appreciate.",2,2024-02-01,Linda Lee,l.lee@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,['https://cdn.shopify.com/review-images/ATO012-1.jpg'],ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,"Perfect for everyday use. This foam cleanser is gentle but effective, leaving my skin feeling fresh without drying it out.",3,2023-09-09,David Choi,d.choi@example.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,"One of the best cleansers I’ve tried! It’s gentle, doesn’t irritate my skin, and keeps my face looking clear and balanced.",2,2022-02-18,David Choi,d.choi@example.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Amazing for Daily Use,I love how clean my skin feels after using this. It removes all impurities and leaves my skin soft and hydrated.,3,2021-01-08,John Wang,j.wang@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Amazing for Daily Use,"One of the best cleansers I’ve tried! It’s gentle, doesn’t irritate my skin, and keeps my face looking clear and balanced.",4,2022-11-18,Alex Liu,a.liu@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,"One of the best cleansers I’ve tried! It’s gentle, doesn’t irritate my skin, and keeps my face looking clear and balanced.",4,2022-03-16,Linda Lee,l.lee@shop.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Best Cleanser I’ve Tried,I love how clean my skin feels after using this. It removes all impurities and leaves my skin soft and hydrated.,2,2022-01-26,Sarah Park,s.park@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,['https://cdn.shopify.com/review-images/ATO012-1.jpg'],ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Best Cleanser I’ve Tried,Amazing cleanser for sensitive skin! It provides a deep cleanse without any irritation.,2,2022-12-11,John Wang,j.wang@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,"['https://cdn.shopify.com/review-images/ATO012-1.jpg', 'https://cdn.shopify.com/review-images/ATO012-2.jpg', 'https://cdn.shopify.com/review-images/ATO012-3.jpg']",ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
Deep Clean Without Dryness,Amazing cleanser for sensitive skin! It provides a deep cleanse without any irritation.,5,2021-03-18,James Kim,j.kim@mail.com,https://shop.com/products/aestura-theracne-365-clear-deep-cleansing-foam,['https://cdn.shopify.com/review-images/ATO012-1.jpg'],ATO012,AESTURA THERACNE 365 CLEAR DEEP CLEANSING FOAM
